3333,0.04,-0.09,0.03,197.13,0.31,-0.88,0,1824
3333,0.05,-0.12,-0.02,197.13,0.31,-0.88,0,1825
3333,0.07,-0.13,0.03,197.06,0.31,-0.88,0,1826
3333,0.05,-0.12,-0.03,196.94,0.31,-0.88,0,1827
3333,0.05,-0.15,0.02,196.94,0.31,-0.88,0,1828
3333,0.04,-0.14,0.02,196.94,0.31,-0.88,0,1829
3333,0.05,-0.13,0.03,196.88,0.31,-0.88,0,1830
3333,0.05,-0.14,0.02,196.88,0.31,-0.88,0,1831
3333,0.04,-0.13,0.01,196.88,0.31,-0.88,0,1832
3333,0.07,-0.14,0.06,196.88,0.31,-0.88,0,1833
3333,0.05,-0.10,0.05,196.88,0.31,-0.88,0,1834
3333,0.06,-0.13,0.01,196.88,0.31,-0.88,0,1835
3333,0.05,-0.11,0.01,196.88,0.31,-0.88,0,1836
3333,0.04,-0.13,0.04,196.88,0.31,-0.88,0,1837
3333,0.06,-0.12,0.01,196.88,0.31,-0.88,0,1838
3333,0.06,-0.12,0.00,196.88,0.31,-0.88,0,1839
3333,0.04,-0.11,0.01,196.81,0.31,-0.88,0,1840
3333,0.05,-0.13,0.04,196.81,0.31,-0.88,0,1841
3333,0.05,-0.12,0.03,196.75,0.31,-0.88,0,1842
3333,0.05,-0.12,0.06,196.75,0.31,-0.88,0,1843
3333,0.04,-0.10,0.03,196.75,0.31,-0.88,0,1844
3333,0.01,-0.10,0.01,196.75,0.31,-0.88,0,1845
3333,0.07,-0.10,0.03,196.75,0.31,-0.88,0,1846
3333,0.05,-0.09,0.05,196.75,0.31,-0.88,0,1847
3333,0.06,-0.10,0.02,196.75,0.31,-0.88,0,1848
3333,0.06,-0.11,0.04,196.75,0.31,-0.88,0,1849
3333,0.05,-0.09,0.02,196.75,0.31,-0.88,0,1850
3333,0.06,-0.11,0.01,196.75,0.31,-0.88,0,1851
3333,0.05,-0.13,0.04,196.75,0.31,-0.88,0,1852
3333,0.04,-0.10,0.04,196.75,0.31,-0.88,0,1853
3333,0.02,-0.12,0.06,196.75,0.31,-0.88,0,1854
3333,0.05,-0.12,0.05,196.75,0.31,-0.88,0,1855
3333,0.05,-0.08,0.01,196.75,0.31,-0.88,0,1856
3333,0.05,-0.11,0.00,196.75,0.31,-0.88,0,1857
3333,0.05,-0.12,0.03,196.75,0.31,-0.88,0,1858
3333,0.04,-0.11,0.04,196.75,0.31,-0.88,0,1859
3333,0.04,-0.11,0.03,196.75,0.31,-0.88,0,1860
3333,0.05,-0.13,-0.01,196.75,0.31,-0.88,0,1861
3333,0.05,-0.10,0.00,196.75,0.31,-0.88,0,1862
3333,0.04,-0.09,0.02,196.75,0.31,-0.88,0,1863
3333,0.06,-0.13,0.04,196.75,0.31,-0.88,0,1864
3333,0.03,-0.12,0.04,196.75,0.31,-0.88,0,1865
3333,0.06,-0.11,0.03,196.75,0.31,-0.88,0,1866
3333,0.02,-0.09,0.02,196.75,0.31,-0.88,0,1867
3333,0.01,-0.11,0.00,196.75,0.31,-0.88,0,1868
3333,0.06,-0.11,0.05,196.75,0.31,-0.88,0,1869
3333,0.04,-0.11,0.02,196.75,0.31,-0.88,0,1870
3333,0.03,-0.11,0.05,196.75,0.31,-0.88,0,1871
3333,0.05,-0.11,0.01,196.75,0.31,-0.88,0,1872
3333,0.04,-0.13,0.01,196.75,0.31,-0.88,0,1873
3333,0.06,-0.11,0.02,196.75,0.31,-0.88,0,1874
3333,0.06,-0.11,0.04,196.75,0.31,-0.88,0,1875
3333,0.04,-0.13,0.03,196.75,0.31,-0.88,0,1876
3333,0.05,-0.11,0.08,196.75,0.31,-0.88,0,1877
3333,0.06,-0.11,0.01,196.75,0.31,-0.88,0,1878
3333,0.05,-0.13,0.01,196.75,0.31,-0.88,0,1879
3333,0.06,-0.13,0.06,196.75,0.31,-0.88,0,1880
3333,0.05,-0.12,0.01,196.75,0.31,-0.88,0,1881
