
2332,	0.08,	0.00,	-0.08,	26.69,	-0.56,	0.94,	0,	749344
2332,	0.11,	0.00,	0.00,	26.69,	-0.56,	0.94,	0,	749363
2332,	0.10,	0.01,	0.00,	26.87,	-0.56,	0.94,	0,	749378
2332,	0.10,	0.01,	-0.06,	26.87,	-0.56,	0.94,	0,	749394
2332,	0.10,	0.00,	0.00,	26.87,	-0.56,	0.94,	0,	749413
2332,	0.11,	0.02,	-0.03,	26.87,	-0.56,	0.94,	0,	749428
2332,	0.12,	0.02,	-0.11,	26.87,	-0.56,	0.94,	0,	749445
2332,	0.09,	0.03,	0.00,	26.87,	-0.56,	0.94,	0,	749463
2332,	0.10,	0.00,	0.00,	27.06,	-0.56,	0.94,	0,	749478
2332,	0.09,	0.01,	-0.07,	27.06,	-0.56,	0.94,	0,	749495
2332,	0.11,	0.00,	0.00,	27.06,	-0.56,	0.94,	0,	749512
2332,	0.10,	0.02,	0.01,	27.19,	-0.56,	0.94,	0,	749529
2332,	0.10,	0.00,	-0.08,	27.19,	-0.56,	0.94,	0,	749545
2332,	0.09,	0.00,	-0.01,	27.19,	-0.56,	0.94,	0,	749562
2332,	0.12,	0.00,	-0.03,	27.37,	-0.56,	0.94,	0,	749579
2332,	0.12,	0.00,	-0.07,	27.37,	-0.56,	0.94,	0,	749595
2332,	0.12,	-0.01,	0.00,	27.37,	-0.56,	0.94,	0,	749613
2332,	0.12,	0.01,	0.00,	27.56,	-0.56,	0.94,	0,	749629
2332,	0.08,	0.00,	-0.07,	27.56,	-0.56,	0.94,	0,	749644
2332,	0.10,	0.00,	0.00,	27.56,	-0.56,	0.94,	0,	749663
2332,	0.09,	0.01,	0.00,	27.62,	-0.56,	0.94,	0,	749678
2332,	0.10,	-0.01,	-0.08,	27.62,	-0.56,	0.94,	0,	749694
2332,	0.10,	0.01,	0.00,	27.62,	-0.56,	0.94,	0,	749713
2332,	0.11,	0.00,	-0.01,	27.62,	-0.56,	0.94,	0,	749728
2332,	0.10,	0.00,	-0.09,	27.62,	-0.56,	0.94,	0,	749745
2332,	0.11,	0.01,	0.00,	27.62,	-0.56,	0.94,	0,	749763
2332,	0.09,	0.01,	0.00,	27.81,	-0.56,	0.94,	0,	749778
2332,	0.08,	0.01,	-0.07,	27.81,	-0.56,	0.94,	0,	749795
2332,	0.10,	0.01,	0.00,	27.81,	-0.56,	0.94,	0,	749813
2332,	0.11,	0.01,	0.04,	27.75,	-0.56,	0.94,	0,	749829
2332,	0.09,	0.01,	-0.09,	27.75,	-0.56,	0.94,	0,	749845
2332,	0.11,	0.02,	0.00,	27.75,	-0.56,	0.94,	0,	749863
2332,	0.08,	-0.01,	0.00,	27.81,	-0.56,	0.94,	0,	749879
2332,	0.10,	0.01,	-0.06,	27.81,	-0.56,	0.94,	0,	749895
2332,	0.11,	-0.01,	0.00,	27.81,	-0.56,	0.94,	0,	749914
2332,	0.10,	0.00,	0.00,	27.94,	-0.56,	0.94,	0,	749929
2332,	0.11,	0.00,	-0.06,	27.94,	-0.56,	0.94,	0,	749945
2332,	0.08,	0.01,	0.00,	27.94,	-0.56,	0.94,	0,	749964
2332,	0.10,	0.01,	-0.03,	27.94,	-0.56,	0.94,	0,	749979
2332,	0.10,	0.00,	-0.09,	27.94,	-0.56,	0.94,	0,	749996
2332,	0.11,	0.04,	-0.02,	27.94,	-0.56,	0.94,	0,	750014
2332,	0.09,	0.00,	0.00,	28.25,	-0.56,	0.94,	0,	750029
2332,	0.10,	0.00,	-0.06,	28.25,	-0.56,	0.94,	0,	750046
2332,	0.11,	0.00,	-0.01,	28.25,	-0.56,	0.94,	0,	750064
2332,	0.09,	0.00,	0.03,	28.37,	-0.56,	0.94,	0,	750080
2332,	0.10,	0.00,	-0.06,	28.37,	-0.56,	0.94,	0,	750096
2332,	0.12,	0.01,	0.00,	28.37,	-0.56,	0.94,	0,	750114
2332,	0.12,	0.00,	-0.04,	28.56,	-0.56,	0.94,	0,	750130
2332,	0.12,	0.00,	-0.06,	28.56,	-0.56,	0.94,	0,	750146
2332,	0.08,	0.02,	-0.01,	28.56,	-0.56,	0.94,	0,	750164
2332,	0.11,	0.01,	0.01,	28.56,	-0.56,	0.94,	0,	750180
2332,	0.10,	0.01,	-0.06,	28.56,	-0.56,	0.94,	0,	750196
2332,	0.10,	-0.01,	-0.02,	28.56,	-0.56,	0.94,	0,	750215
2332,	0.10,	0.02,	0.01,	28.69,	-0.56,	0.94,	0,	750230
2332,	0.09,	0.00,	-0.05,	28.69,	-0.56,	0.94,	0,	750246
2332,	0.09,	0.01,	0.00,	28.69,	-0.56,	0.94,	0,	750264
2332,	0.10,	0.00,	0.00,	28.87,	-0.56,	0.94,	0,	750280
2332,	0.13,	0.02,	-0.09,	28.87,	-0.56,	0.94,	0,	750297
2332,	0.10,	0.03,	0.00,	28.87,	-0.56,	0.94,	0,	750314
2332,	0.10,	0.00,	0.01,	28.81,	-0.56,	0.94,	0,	750330
2332,	0.09,	0.03,	-0.05,	28.81,	-0.56,	0.94,	0,	750347
2332,	0.09,	0.00,	-0.04,	28.81,	-0.56,	0.94,	0,	750364
2332,	0.10,	0.01,	0.01,	28.94,	-0.56,	0.94,	0,	750381
2332,	0.10,	0.00,	-0.09,	28.94,	-0.56,	0.94,	0,	750397
2332,	0.10,	0.00,	0.00,	28.94,	-0.56,	0.94,	0,	750414
2332,	0.11,	0.01,	0.00,	28.94,	-0.56,	0.94,	0,	750431
2332,	0.10,	0.00,	-0.06,	28.94,	-0.56,	0.94,	0,	750446
2332,	0.11,	0.01,	0.00,	28.94,	-0.56,	0.94,	0,	750465
2332,	0.10,	0.01,	0.01,	29.12,	-0.56,	0.94,	0,	750481
2332,	0.10,	0.00,	-0.07,	29.12,	-0.56,	0.94,	0,	750496
2332,	0.08,	0.00,	0.00,	29.12,	-0.56,	0.94,	0,	750515
2332,	0.09,	0.00,	-0.02,	29.31,	-0.56,	0.94,	0,	750530
2332,	0.10,	0.00,	-0.09,	29.31,	-0.56,	0.94,	0,	750546
2332,	0.10,	-0.01,	-0.01,	29.31,	-0.56,	0.94,	0,	750565
2332,	0.10,	0.00,	0.00,	29.50,	-0.56,	0.94,	0,	750580
2332,	0.11,	0.00,	-0.08,	29.50,	-0.56,	0.94,	0,	750597
2332,	0.11,	-0.01,	0.00,	29.50,	-0.56,	0.94,	0,	750615
2332,	0.10,	0.00,	0.01,	29.56,	-0.56,	0.94,	0,	750630
2332,	0.10,	-0.01,	-0.09,	29.56,	-0.56,	0.94,	0,	750647
2332,	0.10,	-0.02,	0.00,	29.56,	-0.56,	0.94,	0,	750665
2332,	0.09,	-0.01,	-0.02,	29.56,	-0.56,	0.94,	0,	750681
2332,	0.10,	-0.04,	-0.10,	29.56,	-0.56,	0.94,	0,	750697
2332,	0.09,	-0.02,	0.01,	29.56,	-0.56,	1.00,	0,	750715
2332,	0.12,	0.00,	0.17,	29.56,	-0.56,	1.44,	0,	750731
2332,	0.10,	0.00,	0.00,	29.56,	-0.56,	1.81,	0,	750747
2332,	0.08,	-0.04,	0.08,	29.56,	-0.56,	2.81,	0,	750765
2332,	0.09,	0.00,	0.11,	29.56,	-0.56,	4.00,	0,	750781
2332,	0.06,	-0.07,	-0.01,	29.56,	-0.56,	4.75,	0,	750796
2332,	0.06,	0.00,	0.05,	29.56,	-0.56,	6.31,	0,	750815
2332,	0.07,	0.01,	0.08,	29.50,	-0.56,	7.19,	0,	750830
2332,	0.08,	-0.06,	-0.11,	29.50,	-0.56,	9.00,	0,	750846
2332,	0.06,	-0.06,	0.00,	29.50,	-0.56,	10.81,	0,	750865
2332,	0.06,	-0.03,	0.02,	29.25,	-0.56,	11.69,	0,	750880
2332,	0.06,	0.01,	-0.04,	29.25,	-0.56,	13.44,	0,	750896
2332,	0.08,	-0.06,	-0.02,	29.25,	-0.63,	15.25,	0,	750914
2332,	0.06,	0.00,	0.00,	29.25,	-0.63,	16.12,	0,	750929
2332,	0.05,	-0.04,	-0.11,	29.25,	-0.63,	17.81,	0,	750946
2332,	0.07,	0.00,	-0.02,	29.25,	-0.63,	19.25,	0,	750963
2332,	0.07,	-0.04,	-0.02,	29.19,	-0.63,	19.94,	0,	750979
2332,	0.06,	0.01,	-0.10,	29.19,	-0.63,	21.12,	0,	750995
2332,	0.08,	0.06,	0.00,	29.19,	-0.63,	22.19,	0,	751010
3332,	0.05,	-0.02,	-0.01,	29.19,	-0.63,	22.75,	0,	751028
3332,	0.07,	0.05,	-0.03,	29.12,	-0.63,	23.69,	0,	751043
3332,	0.06,	0.01,	-0.02,	29.12,	-0.63,	24.19,	0,	751059
3332,	0.03,	0.07,	0.14,	29.19,	-0.63,	25.00,	0,	751077
3332,	0.07,	0.01,	-0.05,	29.19,	-0.63,	25.87,	0,	751092
3332,	0.08,	0.03,	-0.02,	29.19,	-0.63,	26.31,	0,	751109
3332,	0.06,	0.02,	0.03,	29.06,	-0.63,	27.19,	0,	751127
3332,	0.05,	0.03,	-0.01,	29.06,	-0.63,	27.94,	0,	751142
3332,	0.05,	0.08,	0.05,	29.06,	-0.63,	28.31,	0,	751159
3332,	0.04,	0.04,	0.08,	28.87,	-0.63,	29.19,	0,	751177
3332,	0.04,	0.02,	0.00,	28.87,	-0.69,	30.12,	0,	751193
3332,	0.04,	0.02,	0.01,	28.87,	-0.69,	30.62,	0,	751209
3332,	0.02,	0.09,	0.11,	28.94,	-0.69,	31.69,	0,	751226
3332,	0.07,	0.09,	0.02,	28.94,	-0.69,	32.81,	0,	751243
3332,	0.05,	0.07,	0.01,	28.94,	-0.69,	33.50,	0,	751259
3332,	0.04,	0.00,	0.00,	28.81,	-0.69,	34.75,	0,	751278
3332,	0.05,	0.08,	0.02,	28.81,	-0.69,	35.88,	0,	751293
3332,	0.04,	0.04,	0.04,	28.81,	-0.69,	36.44,	0,	751308
3332,	0.03,	0.09,	0.14,	28.62,	-0.69,	37.50,	0,	751327
3332,	0.01,	0.07,	0.01,	28.62,	-0.69,	38.75,	0,	751343
3332,	0.00,	0.05,	0.02,	28.62,	-0.69,	39.50,	0,	751358
3332,	0.04,	0.00,	-0.02,	28.62,	-0.63,	41.00,	0,	751377
3332,	0.05,	0.09,	-0.06,	28.69,	-0.44,	42.38,	0,	751393
3332,	0.04,	0.09,	-0.03,	28.69,	-0.37,	43.00,	0,	751409
3332,	0.04,	0.06,	0.10,	28.62,	-0.25,	44.19,	0,	751427
3332,	0.06,	0.05,	-0.01,	28.69,	-0.12,	45.38,	0,	751443
3332,	0.03,	0.09,	0.08,	28.69,	-0.06,	45.88,	0,	751459
3332,	0.03,	0.10,	0.12,	28.69,	0.00,	46.88,	0,	751477
3332,	0.02,	0.06,	-0.02,	28.69,	0.00,	48.00,	0,	751494
3332,	0.02,	0.09,	0.01,	28.69,	0.00,	48.56,	0,	751509
3332,	0.01,	0.07,	0.02,	28.69,	0.00,	49.63,	0,	751527
3332,	0.04,	0.14,	0.10,	28.69,	0.00,	50.63,	0,	751543
3332,	0.03,	0.14,	0.10,	28.69,	0.00,	51.13,	0,	751559
3332,	0.01,	0.09,	0.06,	28.69,	0.00,	52.31,	0,	751578
3332,	0.02,	0.12,	0.08,	28.69,	0.00,	53.50,	0,	751593
3332,	0.04,	0.10,	0.05,	28.69,	0.00,	54.19,	0,	751609
3332,	0.01,	0.13,	0.18,	28.75,	0.00,	55.56,	0,	751628
3332,	0.02,	0.09,	-0.02,	28.75,	0.00,	57.13,	0,	751643
3332,	0.00,	0.08,	-0.04,	28.75,	0.00,	57.94,	0,	751660
3332,	0.01,	0.08,	0.01,	28.75,	0.00,	59.63,	0,	751678
3332,	0.02,	0.08,	-0.11,	28.75,	0.00,	61.31,	0,	751693
3332,	0.02,	0.04,	-0.04,	28.75,	0.00,	62.06,	0,	751710
3332,	0.01,	0.10,	0.15,	28.56,	0.00,	63.44,	0,	751728
3332,	0.03,	0.10,	0.05,	28.56,	0.00,	64.62,	0,	751744
3332,	0.01,	0.11,	0.11,	28.56,	0.00,	65.25,	0,	751760
3332,	0.01,	0.08,	0.03,	28.37,	0.00,	66.56,	0,	751778
3332,	0.03,	0.05,	-0.13,	28.37,	0.00,	67.75,	0,	751794
3332,	0.01,	0.07,	0.02,	28.37,	0.00,	68.25,	0,	751810
3332,	0.00,	0.08,	0.13,	28.25,	0.00,	68.94,	0,	751828
3332,	0.01,	0.10,	0.08,	28.25,	0.00,	69.37,	0,	751844
3332,	0.01,	0.09,	0.08,	28.25,	0.00,	69.62,	0,	751860
3332,	0.01,	0.10,	0.14,	28.12,	0.00,	70.12,	0,	751879
3332,	0.01,	0.09,	0.05,	28.12,	0.00,	70.62,	0,	751894
3332,	0.00,	0.09,	0.10,	28.12,	0.00,	70.94,	0,	751910
3332,	0.01,	0.13,	0.28,	28.19,	0.00,	71.56,	0,	751929
3332,	0.01,	0.19,	0.43,	28.19,	0.00,	72.31,	0,	751944
3332,	0.00,	0.17,	0.25,	28.19,	0.00,	73.06,	0,	751961
3332,	0.01,	0.15,	0.19,	28.19,	0.00,	75.31,	0,	751979
3332,	0.00,	0.06,	-0.26,	28.19,	0.00,	77.94,	0,	751994
3332,	0.00,	0.03,	-0.29,	28.12,	0.00,	79.19,	0,	752011
3332,	0.04,	0.09,	0.06,	27.69,	0.00,	81.25,	0,	752028
3332,	0.02,	0.08,	-0.02,	27.56,	0.00,	83.06,	0,	752045
3332,	0.02,	-0.11,	-0.77,	27.56,	0.00,	83.75,	0,	752061
3332,	0.01,	0.03,	0.06,	27.19,	-0.06,	84.50,	0,	752078
3332,	0.02,	0.04,	-0.08,	27.12,	-0.06,	85.12,	0,	752095
3332,	0.00,	0.07,	-0.35,	27.06,	-0.12,	85.31,	0,	752111
3332,	0.00,	0.06,	0.01,	27.00,	-0.06,	85.50,	0,	752129
3332,	0.01,	0.08,	-0.05,	27.00,	-0.06,	85.56,	0,	752145
3332,	0.00,	0.06,	-0.02,	26.94,	-0.06,	85.62,	0,	752161
3332,	0.01,	0.05,	0.01,	26.62,	-0.06,	85.75,	0,	752179
3332,	0.02,	0.04,	-0.03,	26.62,	-0.06,	85.81,	0,	752195
3332,	0.01,	0.06,	-0.04,	26.62,	-0.06,	85.81,	0,	752210
3332,	0.02,	0.07,	0.05,	26.62,	-0.06,	85.87,	0,	752229
3332,	0.02,	0.07,	-0.09,	26.62,	-0.06,	85.87,	0,	752246
3332,	0.02,	0.06,	0.00,	26.62,	-0.06,	85.87,	0,	752262
3332,	0.02,	0.05,	0.02,	26.62,	-0.06,	85.94,	0,	752279
3332,	0.02,	0.04,	-0.09,	26.69,	-0.06,	85.94,	0,	752295
3332,	0.02,	0.07,	-0.03,	26.69,	-0.06,	85.94,	0,	752311
2332,	0.02,	0.05,	0.03,	26.69,	-0.06,	86.00,	0,	752329
2332,	0.02,	0.05,	-0.07,	26.69,	-0.06,	86.00,	0,	752346
2332,	0.02,	0.04,	-0.03,	26.69,	-0.06,	86.06,	0,	752361
2332,	0.02,	0.04,	0.03,	26.69,	-0.06,	86.06,	0,	752379
2332,	0.03,	0.03,	-0.05,	26.69,	-0.06,	86.06,	0,	752397
2332,	0.02,	0.02,	-0.01,	26.69,	-0.06,	86.06,	0,	752413
2332,	0.03,	0.05,	0.01,	26.69,	-0.06,	86.06,	0,	752431
2332,	0.03,	0.03,	-0.08,	26.69,	-0.06,	86.06,	0,	752448
2332,	0.03,	0.05,	-0.03,	26.69,	-0.06,	86.06,	0,	752463
2332,	0.03,	0.02,	0.01,	26.69,	-0.06,	86.06,	0,	752481
2332,	0.03,	0.05,	-0.07,	26.69,	-0.06,	86.06,	0,	752499
2332,	0.03,	0.02,	0.03,	26.69,	-0.06,	86.06,	0,	752516
2332,	0.00,	0.04,	0.01,	26.69,	-0.06,	86.06,	0,	752532
2332,	0.04,	0.02,	-0.08,	26.69,	-0.06,	86.06,	0,	752549
2332,	0.02,	0.02,	0.00,	26.69,	-0.06,	86.06,	0,	752567
2332,	0.02,	0.04,	0.00,	26.25,	-0.06,	86.06,	0,	752582
2332,	0.02,	0.03,	-0.08,	26.25,	-0.06,	86.06,	0,	752600
2332,	0.02,	0.03,	0.00,	26.25,	-0.06,	86.06,	0,	752618
2332,	0.03,	0.04,	0.02,	26.06,	-0.06,	86.06,	0,	752633
2332,	0.01,	0.04,	-0.07,	26.06,	-0.06,	86.06,	0,	752651
2332,	0.02,	0.02,	-0.02,	26.06,	-0.06,	86.06,	0,	752668
2332,	0.03,	0.02,	0.00,	25.75,	-0.06,	86.06,	0,	752685
2332,	0.04,	0.04,	-0.03,	25.75,	-0.06,	86.06,	0,	752701
2332,	0.02,	0.01,	0.00,	25.75,	-0.06,	86.06,	0,	752719
2332,	0.02,	0.04,	0.01,	25.62,	-0.06,	86.06,	0,	752735
2332,	0.02,	0.03,	-0.07,	25.62,	-0.06,	86.06,	0,	752751
2332,	0.01,	0.03,	0.00,	25.62,	-0.06,	86.06,	0,	752770
2332,	0.00,	0.01,	0.02,	25.44,	-0.06,	86.06,	0,	752785
2332,	0.02,	0.01,	-0.09,	25.44,	-0.06,	86.06,	0,	752801
2332,	0.02,	0.02,	0.00,	25.44,	-0.06,	86.06,	0,	752820
2332,	0.02,	0.02,	0.01,	25.25,	-0.06,	86.06,	0,	752836
2332,	0.01,	0.02,	-0.06,	25.25,	-0.06,	86.06,	0,	752851
2332,	0.03,	0.03,	0.00,	25.25,	-0.06,	86.06,	0,	752870
2332,	0.03,	0.01,	-0.03,	25.12,	-0.06,	86.06,	0,	752886
2332,	0.04,	0.03,	-0.11,	25.12,	-0.06,	86.06,	0,	752902
2332,	0.02,	0.04,	0.00,	25.12,	-0.06,	86.06,	0,	752920
2332,	0.02,	0.02,	0.00,	24.94,	-0.06,	86.06,	0,	752936
2332,	0.02,	0.01,	-0.08,	24.94,	-0.06,	86.06,	0,	752952
2332,	0.03,	0.02,	0.03,	24.94,	-0.06,	86.06,	0,	752970
2332,	0.03,	0.02,	0.03,	24.44,	-0.06,	86.06,	0,	752986
2332,	0.01,	0.01,	-0.07,	24.44,	-0.06,	86.06,	0,	753002
2332,	0.03,	0.03,	0.00,	24.44,	-0.06,	86.06,	0,	753020
2332,	0.04,	0.01,	-0.02,	24.12,	-0.06,	86.06,	0,	753036
2332,	0.03,	0.01,	-0.07,	24.12,	-0.06,	86.06,	0,	753052
2332,	0.01,	0.02,	0.01,	24.12,	-0.06,	86.06,	0,	753071
2332,	0.02,	0.00,	0.00,	24.12,	-0.06,	86.06,	0,	753086
2332,	0.02,	0.01,	-0.08,	24.12,	-0.06,	86.06,	0,	753102
2332,	0.02,	0.02,	0.00,	24.12,	-0.06,	86.06,	0,	753121
2332,	0.04,	0.03,	-0.01,	24.19,	-0.06,	86.06,	0,	753136
2332,	0.03,	0.00,	-0.07,	24.19,	-0.06,	86.06,	0,	753153
2332,	0.04,	0.00,	-0.01,	24.19,	-0.06,	86.06,	0,	753171
2332,	0.03,	0.00,	-0.02,	24.12,	-0.06,	86.06,	0,	753186
2332,	0.04,	0.01,	-0.04,	24.12,	-0.06,	86.06,	0,	753203
2332,	0.03,	0.05,	-0.01,	24.12,	-0.06,	86.06,	0,	753221
2332,	0.02,	0.03,	0.03,	24.12,	-0.06,	86.06,	0,	753236
2332,	0.03,	0.02,	-0.06,	24.12,	-0.06,	86.06,	0,	753253
2332,	0.03,	0.04,	0.00,	24.12,	-0.06,	86.06,	0,	753271
2332,	0.02,	0.00,	-0.01,	24.12,	-0.06,	86.06,	0,	753287
2332,	0.03,	0.02,	-0.10,	24.12,	-0.06,	86.06,	0,	753303
2332,	0.03,	0.04,	-0.01,	24.12,	-0.06,	86.06,	0,	753321
2332,	0.00,	0.02,	-0.01,	24.12,	-0.06,	86.06,	0,	753337
2332,	0.03,	0.02,	-0.07,	24.12,	-0.06,	86.06,	0,	753353
2332,	0.02,	0.01,	0.01,	24.12,	-0.06,	86.06,	0,	753372
