
0333,	0.01,	0.04,	0.04,	230.81,	-0.75,	0.75,	330012
0333,	0.02,	0.03,	0.02,	230.81,	-0.75,	0.75,	330028
0333,	0.02,	0.05,	-0.05,	230.81,	-0.75,	0.75,	330044
0333,	0.04,	0.01,	0.04,	230.81,	-0.75,	0.75,	330062
0333,	0.04,	0.05,	0.03,	230.81,	-0.75,	0.75,	330078
0333,	0.05,	0.02,	-0.04,	230.81,	-0.75,	0.75,	330094
0333,	0.00,	0.02,	0.01,	230.81,	-0.88,	0.75,	330113
0333,	0.00,	0.04,	0.01,	230.81,	-1.00,	0.69,	330128
0333,	0.00,	0.06,	-0.10,	230.81,	-1.00,	0.69,	330144
0333,	0.02,	0.00,	0.13,	230.81,	-0.81,	0.75,	330162
0333,	-0.01,	0.00,	0.06,	230.69,	-0.69,	0.75,	330178
0333,	0.08,	0.12,	-0.05,	230.63,	-0.69,	0.75,	330193
0333,	0.11,	0.00,	0.05,	230.63,	-0.69,	0.75,	330212
0333,	0.00,	0.05,	0.08,	230.69,	-0.75,	0.75,	330227
0333,	0.02,	0.03,	-0.08,	230.81,	-0.94,	0.69,	330243
0333,	-0.15,	0.19,	0.10,	230.88,	-1.06,	0.69,	330260
0333,	-0.03,	0.26,	0.21,	230.88,	-1.12,	0.69,	330275
0333,	0.06,	-0.01,	-0.01,	230.94,	-1.25,	0.37,	330291
0333,	0.02,	0.00,	0.02,	230.94,	-1.37,	0.00,	330307
0333,	-0.07,	-0.26,	0.26,	230.94,	-1.44,	-0.12,	330323
0333,	0.10,	0.06,	-0.10,	230.81,	-1.44,	-0.31,	330340
0333,	0.16,	0.07,	0.04,	230.75,	-1.50,	-0.31,	330355
0333,	0.06,	-0.05,	0.09,	230.75,	-1.44,	-0.31,	330374
0333,	-0.30,	-0.25,	-0.36,	230.75,	-1.50,	-0.25,	330389
0333,	0.25,	0.19,	0.22,	230.75,	-1.50,	-0.12,	330405
0333,	-0.12,	-0.10,	0.53,	230.81,	-1.50,	0.00,	330424
0333,	-0.22,	-0.22,	0.17,	230.88,	-1.44,	0.06,	330439
0333,	-0.39,	-0.42,	0.00,	230.88,	-1.37,	0.19,	330456
0333,	0.34,	0.27,	1.23,	231.00,	-1.37,	0.37,	330474
0333,	0.13,	-0.17,	0.73,	231.38,	-1.19,	0.44,	330489
0333,	-0.17,	-0.26,	0.12,	231.56,	-1.00,	0.50,	330506
0333,	0.24,	0.21,	0.09,	231.81,	-0.75,	0.63,	330523
0333,	0.18,	0.17,	-0.23,	231.88,	-0.50,	0.69,	330540
0333,	0.28,	0.08,	-0.11,	231.94,	-0.44,	0.75,	330556
0333,	0.13,	-0.16,	0.09,	231.88,	-0.44,	0.88,	330573
0333,	0.25,	0.32,	-0.51,	231.81,	-0.37,	0.88,	330590
0333,	0.28,	0.41,	-0.53,	231.81,	-0.31,	0.81,	330606
0333,	0.24,	-0.04,	0.19,	231.81,	-0.31,	0.69,	330624
0333,	-0.09,	-0.28,	-0.20,	231.75,	-0.25,	0.63,	330640
0333,	-0.01,	-0.29,	-0.20,	231.75,	-0.25,	0.63,	330655
0333,	0.26,	0.19,	-0.04,	231.81,	-0.25,	0.63,	330674
0333,	0.22,	0.42,	-0.03,	231.81,	-0.25,	0.50,	330689
0333,	-0.07,	0.03,	-0.32,	231.75,	-0.19,	0.44,	330705
0333,	-0.14,	-0.01,	-0.32,	231.63,	-0.19,	0.31,	330724
0333,	0.06,	-0.07,	0.33,	231.56,	-0.31,	0.25,	330739
0333,	-0.16,	-0.27,	0.23,	231.56,	-0.31,	0.19,	330756
0333,	-0.39,	-0.04,	-0.32,	231.56,	-0.37,	0.19,	330774
0333,	-0.10,	0.13,	-0.26,	231.63,	-0.44,	0.12,	330789
0333,	0.40,	0.16,	0.36,	231.69,	-0.44,	0.06,	330806
0333,	-0.05,	0.07,	0.27,	231.69,	-0.44,	-0.06,	330824
0333,	-0.52,	-0.35,	-0.05,	231.63,	-0.31,	-0.25,	330840
0333,	0.23,	0.15,	-0.12,	231.63,	-0.31,	-0.37,	330856
0333,	0.11,	0.06,	0.16,	231.63,	-0.37,	-0.44,	330874
0333,	0.00,	0.10,	-0.03,	231.56,	-0.37,	-0.44,	330890
0333,	-0.06,	0.23,	-0.02,	231.56,	-0.37,	-0.56,	330906
0333,	0.07,	0.04,	0.20,	231.75,	-0.37,	-0.75,	330925
0333,	0.33,	-0.08,	0.38,	232.06,	-0.37,	-0.94,	330940
0333,	0.25,	0.04,	0.27,	232.19,	-0.37,	-1.06,	330956
0333,	0.10,	0.03,	0.03,	232.13,	-0.31,	-1.19,	330975
0333,	0.09,	-0.07,	0.09,	232.13,	-0.25,	-1.25,	330990
0333,	0.15,	0.03,	0.04,	232.13,	-0.25,	-1.19,	331006
0333,	0.07,	0.15,	-0.13,	232.13,	-0.19,	-1.25,	331025
0333,	0.15,	0.02,	-0.02,	232.13,	-0.06,	-1.63,	331040
0333,	0.05,	-0.12,	0.08,	232.13,	0.00,	-1.81,	331057
0333,	0.02,	-0.08,	0.13,	232.06,	0.00,	-2.19,	331075
0333,	0.06,	0.00,	-0.06,	231.94,	0.06,	-2.38,	331090
0333,	0.00,	0.05,	0.00,	231.94,	0.00,	-2.38,	331107
0333,	0.01,	0.03,	0.12,	231.81,	0.00,	-2.38,	331124
0333,	-0.03,	-0.20,	0.33,	231.75,	-0.06,	-2.56,	331141
0333,	-0.10,	-0.25,	0.37,	231.75,	-0.06,	-2.69,	331156
0333,	-0.16,	-0.14,	0.04,	231.63,	-0.06,	-2.75,	331174
0333,	0.06,	0.17,	-0.02,	231.56,	-0.12,	-2.69,	331191
0333,	-0.17,	-0.04,	-0.25,	231.56,	-0.12,	-2.63,	331206
0333,	-0.32,	-0.23,	-0.07,	231.69,	-0.19,	-2.69,	331225
0333,	0.05,	-0.25,	0.46,	231.81,	-0.19,	-2.94,	331241
0333,	0.05,	-0.11,	0.36,	231.94,	-0.19,	-3.06,	331256
0333,	-0.09,	-0.09,	-0.01,	232.00,	-0.12,	-3.06,	331275
0333,	-0.22,	-0.11,	-0.29,	231.94,	-0.06,	-3.06,	331290
0333,	-0.31,	-0.16,	-0.22,	231.94,	-0.06,	-3.06,	331307
0333,	-0.22,	-0.28,	-0.07,	232.00,	-0.06,	-3.19,	331325
0333,	0.11,	0.01,	0.25,	232.06,	-0.06,	-3.25,	331340
0333,	0.05,	0.23,	-0.24,	232.06,	-0.06,	-3.19,	331357
0333,	0.00,	0.19,	-0.43,	232.19,	0.00,	-3.19,	331375
0333,	0.05,	-0.05,	-0.18,	232.38,	-0.06,	-3.13,	331390
0333,	0.14,	0.02,	-0.15,	232.44,	-0.06,	-3.13,	331407
0333,	0.29,	0.07,	0.16,	232.56,	-0.12,	-3.06,	331425
0333,	0.15,	0.15,	-0.14,	232.63,	-0.12,	-3.06,	331441
0333,	0.15,	0.08,	-0.12,	232.69,	-0.12,	-3.06,	331457
0333,	-0.06,	0.00,	-0.49,	232.75,	-0.06,	-3.06,	331475
0333,	0.02,	0.06,	-0.32,	232.81,	-0.06,	-3.00,	331491
0333,	-0.02,	-0.11,	0.08,	232.88,	-0.12,	-3.00,	331507
0333,	-0.14,	-0.18,	-0.09,	233.00,	-0.25,	-3.00,	331526
0333,	0.12,	-0.09,	-0.08,	233.13,	-0.31,	-3.06,	331541
0333,	0.31,	0.14,	0.02,	233.19,	-0.31,	-3.13,	331557
0333,	-0.13,	-0.31,	-0.02,	233.31,	-0.31,	-3.25,	331576
0333,	-0.35,	-0.37,	-0.42,	233.38,	-0.25,	-3.25,	331591
0333,	-0.31,	-0.36,	-0.32,	233.38,	-0.25,	-3.25,	331608
0333,	-0.04,	-0.13,	-0.35,	233.50,	-0.31,	-3.19,	331626
0333,	0.06,	-0.18,	0.10,	233.63,	-0.31,	-3.13,	331641
0333,	0.16,	-0.18,	0.22,	233.75,	-0.31,	-3.19,	331658
0333,	0.15,	0.03,	-0.08,	233.88,	-0.31,	-3.25,	331676
0333,	0.04,	-0.03,	-0.23,	233.88,	-0.25,	-3.25,	331692
0333,	0.08,	0.03,	0.03,	233.81,	-0.31,	-3.25,	331708
0333,	0.15,	0.02,	0.47,	233.75,	-0.37,	-3.19,	331726
0333,	0.03,	-0.04,	0.08,	233.75,	-0.37,	-3.13,	331742
0333,	0.00,	-0.11,	0.17,	233.75,	-0.37,	-3.13,	331758
0333,	0.16,	0.05,	0.24,	233.88,	-0.37,	-3.06,	331776
0333,	-0.10,	-0.06,	0.39,	234.00,	-0.37,	-3.06,	331792
0333,	-0.07,	-0.15,	0.07,	234.06,	-0.19,	-3.13,	331808
0333,	0.06,	-0.04,	0.15,	234.13,	-0.06,	-3.19,	331826
0333,	0.13,	-0.09,	0.30,	234.19,	0.00,	-3.19,	331842
0333,	0.17,	-0.01,	0.37,	234.19,	0.00,	-3.13,	331858
0333,	0.20,	0.00,	-0.03,	234.25,	0.06,	-3.06,	331876
0333,	0.23,	0.03,	-0.17,	234.25,	0.12,	-2.88,	331892
0333,	0.11,	-0.05,	-0.18,	234.19,	0.12,	-2.75,	331908
0333,	-0.01,	0.01,	-0.30,	234.19,	0.12,	-2.69,	331926
0333,	0.34,	0.14,	0.18,	234.19,	0.06,	-2.50,	331941
0333,	0.11,	-0.01,	0.13,	234.13,	0.06,	-2.44,	331958
0333,	-0.21,	-0.17,	-0.06,	234.13,	0.00,	-2.19,	331976
0333,	-0.08,	-0.05,	-0.07,	234.19,	0.00,	-2.06,	331992
0333,	-0.09,	-0.01,	0.03,	234.25,	0.00,	-2.06,	332008
0333,	-0.02,	0.12,	0.08,	234.31,	0.00,	-2.13,	332026
0333,	-0.19,	-0.18,	0.05,	234.38,	0.00,	-2.19,	332042
0333,	-0.01,	0.12,	0.07,	234.38,	0.00,	-2.19,	332058
0333,	0.13,	0.33,	-0.09,	234.38,	0.06,	-2.13,	332077
0333,	0.00,	-0.11,	0.14,	234.44,	0.06,	-2.19,	332092
0333,	-0.03,	-0.17,	0.25,	234.44,	0.06,	-2.25,	332108
0333,	-0.24,	-0.11,	-0.11,	234.38,	0.12,	-2.31,	332127
0333,	-0.22,	0.06,	-0.54,	234.50,	0.19,	-2.44,	332142
0333,	-0.19,	0.05,	-0.47,	234.56,	0.12,	-2.50,	332158
0333,	0.24,	0.07,	0.08,	234.69,	0.06,	-2.69,	332177
0333,	-0.11,	-0.13,	0.06,	234.69,	0.00,	-2.75,	332192
0333,	-0.12,	-0.15,	0.09,	234.69,	0.00,	-2.81,	332209
0333,	-0.12,	-0.03,	0.17,	234.69,	0.00,	-2.94,	332227
0333,	0.05,	0.20,	-0.27,	234.69,	-0.06,	-3.00,	332242
0333,	-0.17,	-0.03,	-0.19,	234.69,	-0.12,	-3.06,	332259
0333,	-0.18,	-0.19,	0.26,	234.88,	-0.25,	-3.19,	332277
0333,	0.04,	0.05,	0.33,	235.25,	-0.37,	-3.38,	332293
0333,	0.31,	0.12,	0.08,	235.38,	-0.37,	-3.56,	332309
0333,	0.05,	-0.12,	-0.14,	235.50,	-0.31,	-3.81,	332327
0333,	-0.05,	-0.22,	0.19,	235.56,	-0.31,	-3.94,	332343
0333,	-0.10,	-0.10,	0.04,	235.63,	-0.31,	-3.94,	332359
0333,	0.00,	0.00,	-0.03,	235.69,	-0.31,	-4.00,	332378
0333,	-0.02,	0.07,	-0.35,	235.81,	-0.37,	-4.13,	332393
0333,	0.15,	0.12,	-0.20,	235.88,	-0.44,	-4.19,	332409
0333,	-0.07,	-0.16,	0.08,	235.94,	-0.44,	-4.31,	332428
0333,	0.03,	-0.23,	0.10,	235.94,	-0.44,	-4.38,	332443
0333,	-0.02,	-0.15,	-0.08,	235.94,	-0.44,	-4.38,	332460
0333,	-0.17,	-0.20,	0.03,	236.00,	-0.50,	-4.31,	332477
0333,	0.25,	0.07,	-0.10,	236.25,	-0.50,	-4.25,	332493
0333,	0.22,	0.07,	0.02,	236.31,	-0.50,	-4.25,	332510
0333,	-0.05,	-0.19,	0.23,	236.31,	-0.44,	-4.38,	332527
0333,	-0.06,	-0.17,	0.11,	236.38,	-0.37,	-4.44,	332544
0333,	-0.02,	-0.02,	-0.07,	236.44,	-0.31,	-4.50,	332559
0333,	0.08,	0.19,	-0.38,	236.56,	-0.25,	-4.63,	332577
0333,	-0.03,	-0.11,	0.05,	236.81,	-0.25,	-4.69,	332594
0333,	0.03,	-0.28,	0.25,	236.88,	-0.19,	-4.69,	332609
0333,	0.09,	-0.01,	-0.08,	237.06,	-0.12,	-4.63,	332627
0333,	0.13,	0.00,	-0.09,	237.06,	-0.06,	-4.63,	332643
0333,	0.09,	-0.01,	-0.11,	237.06,	0.00,	-4.69,	332659
0333,	-0.15,	0.00,	0.01,	237.06,	0.00,	-4.75,	332678
0333,	0.11,	-0.05,	0.02,	237.25,	0.00,	-4.81,	332693
0333,	0.03,	0.09,	0.03,	237.38,	0.06,	-4.75,	332709
0333,	-0.12,	-0.01,	-0.13,	237.50,	0.12,	-4.75,	332728
0333,	0.09,	0.15,	-0.28,	237.56,	0.25,	-4.75,	332743
0333,	0.07,	0.04,	0.11,	237.56,	0.25,	-4.81,	332760
0333,	0.05,	-0.09,	0.42,	237.50,	0.37,	-4.69,	332778
0333,	-0.19,	0.00,	-0.14,	237.44,	0.50,	-4.50,	332793
0333,	-0.18,	0.00,	-0.53,	237.38,	0.56,	-4.44,	332810
0333,	-0.09,	-0.16,	-0.31,	237.38,	0.63,	-4.38,	332828
0333,	-0.04,	-0.24,	0.22,	237.25,	0.56,	-4.25,	332844
0333,	-0.11,	-0.18,	0.34,	237.13,	0.56,	-4.19,	332860
0333,	-0.11,	-0.28,	0.18,	237.13,	0.56,	-4.06,	332878
0333,	-0.14,	-0.12,	-0.30,	237.13,	0.63,	-3.88,	332894
0333,	0.04,	0.16,	-0.27,	237.19,	0.63,	-3.88,	332910
0333,	-0.07,	0.00,	-0.16,	237.25,	0.63,	-3.94,	332929
0333,	-0.24,	-0.33,	-0.04,	237.31,	0.63,	-4.00,	332944
0333,	-0.12,	-0.22,	0.08,	237.38,	0.56,	-4.00,	332960
0333,	-0.05,	-0.14,	0.17,	237.50,	0.50,	-3.94,	332979
0333,	-0.02,	-0.11,	-0.10,	237.63,	0.50,	-3.88,	332994
0333,	0.04,	0.12,	-0.23,	237.69,	0.50,	-3.88,	333010
0333,	0.23,	-0.02,	0.09,	237.81,	0.50,	-4.06,	333029
0333,	0.09,	0.06,	0.06,	237.81,	0.50,	-4.13,	333044
0333,	0.11,	0.16,	0.05,	237.88,	0.56,	-4.13,	333061
0333,	0.04,	0.08,	-0.29,	238.00,	0.63,	-4.19,	333078
0333,	0.00,	0.12,	-0.52,	238.06,	0.69,	-4.31,	333094
0333,	0.13,	-0.01,	-0.18,	238.13,	0.69,	-4.38,	333111
0333,	-0.01,	-0.15,	0.22,	238.13,	0.69,	-4.44,	333128
0333,	-0.05,	-0.15,	-0.12,	238.19,	0.69,	-4.25,	333145
0333,	0.06,	0.04,	-0.22,	238.19,	0.69,	-4.13,	333161
1333,	0.39,	0.39,	-0.01,	238.25,	0.69,	-3.94,	333178
1333,	0.00,	-0.08,	-0.05,	238.19,	0.81,	-3.94,	333195
1333,	-0.01,	-0.04,	-0.24,	238.19,	0.88,	-3.94,	333210
1333,	0.07,	-0.01,	-0.14,	238.19,	0.88,	-3.81,	333229
1333,	0.01,	0.03,	-0.03,	238.25,	0.88,	-3.69,	333245
1333,	0.01,	0.07,	0.06,	238.25,	0.81,	-3.63,	333260
1333,	-0.07,	-0.18,	0.33,	238.31,	0.81,	-3.69,	333279
1333,	-0.22,	-0.12,	-0.05,	238.44,	0.81,	-3.88,	333294
1333,	-0.22,	-0.06,	-0.16,	238.50,	0.81,	-3.88,	333310
1333,	-0.02,	-0.01,	-0.12,	238.81,	0.69,	-3.94,	333329
1333,	-0.12,	-0.10,	0.10,	239.31,	0.56,	-3.94,	333344
1333,	0.00,	0.03,	-0.02,	239.38,	0.50,	-3.94,	333361
1333,	-0.10,	-0.13,	0.04,	239.50,	0.44,	-3.88,	333379
1333,	-0.19,	-0.25,	-0.01,	239.44,	0.44,	-3.81,	333394
1333,	0.13,	0.12,	-0.09,	239.44,	0.37,	-3.75,	333411
1333,	-0.06,	0.01,	-0.19,	239.38,	0.37,	-3.63,	333429
1333,	-0.05,	-0.12,	0.01,	239.44,	0.37,	-3.56,	333445
1333,	0.03,	0.03,	0.13,	239.50,	0.37,	-3.56,	333461
